Commodity_Group ,Commodity_Name ,Measure_Names,Mode ,Port_Border,Port_Coast,Port_District,Port_Name,Port_State  ,Select_Date,Trade_Type,Year_of_Trade,No.,Measure_Values,Partner
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Norfolk Customs District ,All,All,February,Import,2019,253,2331628,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Norfolk Customs District ,All,All,February,Import,2019,253,5547880,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Ogdensburg Customs District ,All,All,February,Import,2019,254,442162713,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Ogdensburg Customs District ,All,All,February,Import,2019,254,1071923426,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Ogdensburg Customs District ,All,All,February,Import,2019,255,390257340,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Ogdensburg Customs District ,All,All,February,Import,2019,255,891738823,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Pembina Customs District ,All,All,February,Import,2019,256,1609228628,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Pembina Customs District ,All,All,February,Import,2019,256,1327367045,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Pembina Customs District ,All,All,February,Import,2019,257,86311,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Pembina Customs District ,All,All,February,Import,2019,257,650134,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Philadelphia Customs District ,All,All,February,Import,2019,258,212673235,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Philadelphia Customs District ,All,All,February,Import,2019,258,124074000,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Port Arthur Customs District ,All,All,February,Import,2019,259,1254625757,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Port Arthur Customs District ,All,All,February,Import,2019,259,446097106,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Atlantic,Portland Customs District ,All,All,February,Import,2019,260,229400853,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Atlantic,Portland Customs District ,All,All,February,Import,2019,260,110601360,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Portland Customs District ,All,All,February,Import,2019,261,128593322,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Portland Customs District ,All,All,February,Import,2019,261,84658231,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Portland Customs District ,All,All,February,Import,2019,262,376537399,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Portland Customs District ,All,All,February,Import,2019,262,349653855,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Providence Customs District ,All,All,February,Import,2019,263,195244570,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Providence Customs District ,All,All,February,Import,2019,263,491755998,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,San Diego Customs District ,All,All,February,Import,2019,264,218084550,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,San Diego Customs District ,All,All,February,Import,2019,264,898564069,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Pacific,San Diego Customs District ,All,All,February,Import,2019,265,370618308,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Pacific,San Diego Customs District ,All,All,February,Import,2019,265,2236985074,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,San Diego Customs District ,All,All,February,Import,2019,266,2255375,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,San Diego Customs District ,All,All,February,Import,2019,266,31997085,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,San Francisco Customs District ,All,All,February,Import,2019,267,497796779,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,San Francisco Customs District ,All,All,February,Import,2019,267,102811232,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,San Juan Customs District ,All,All,February,Import,2019,268,91658101,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,San Juan Customs District ,All,All,February,Import,2019,268,100248337,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Savannah Customs District ,All,All,February,Import,2019,269,43656857,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Savannah Customs District ,All,All,February,Import,2019,269,115941946,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Savannah Customs District ,All,All,February,Import,2019,270,146249,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Savannah Customs District ,All,All,February,Import,2019,270,35531473,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Seattle Customs District ,All,All,February,Import,2019,271,83193352,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Seattle Customs District ,All,All,February,Import,2019,271,88055448,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Seattle Customs District ,All,All,February,Import,2019,272,68,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Seattle Customs District ,All,All,February,Import,2019,272,24953048,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Pacific,Seattle Customs District ,All,All,February,Import,2019,273,1552397785,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Pacific,Seattle Customs District ,All,All,February,Import,2019,273,1088752515,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Seattle Customs District ,All,All,February,Import,2019,274,268393117,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Seattle Customs District ,All,All,February,Import,2019,274,275606360,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,St Albans Customs District ,All,All,February,Import,2019,275,354419486,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,St Albans Customs District ,All,All,February,Import,2019,275,760773669,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,St Albans Customs District ,All,All,February,Import,2019,276,60667,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,St Albans Customs District ,All,All,February,Import,2019,276,120469915,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,St Louis Customs District ,All,All,February,Import,2019,277,541104599,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,St Louis Customs District ,All,All,February,Import,2019,277,136233798,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Tampa Customs District ,All,All,February,Import,2019,278,375030279,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Tampa Customs District ,All,All,February,Import,2019,278,396482059,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Virgin Islands(USA) Customs District ,All,All,February,Import,2019,279,18213680,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Virgin Islands(USA) Customs District ,All,All,February,Import,2019,279,8245485,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Washington DC Customs District ,All,All,February,Import,2019,280,20769,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Washington DC Customs District ,All,All,February,Import,2019,280,1425592,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Anchorage Customs District ,All,All,March,Export,2019,281,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Anchorage Customs District ,All,All,March,Export,2019,281,1151724,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Pacific,Anchorage Customs District ,All,All,March,Export,2019,282,6464920,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Pacific,Anchorage Customs District ,All,All,March,Export,2019,282,30772897,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Anchorage Customs District ,All,All,March,Export,2019,283,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Anchorage Customs District ,All,All,March,Export,2019,283,985337,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Baltimore Customs District ,All,All,March,Export,2019,284,77884861,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Baltimore Customs District ,All,All,March,Export,2019,284,79252792,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Boston Customs District ,All,All,March,Export,2019,285,64817,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Boston Customs District ,All,All,March,Export,2019,285,4798849,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Buffalo Customs District ,All,All,March,Export,2019,286,9541632,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Buffalo Customs District ,All,All,March,Export,2019,286,3340676330,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Buffalo Customs District ,All,All,March,Export,2019,287,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Buffalo Customs District ,All,All,March,Export,2019,287,92876,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Charleston Customs District ,All,All,March,Export,2019,288,11971832,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Charleston Customs District ,All,All,March,Export,2019,288,13199668,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Charlotte Customs District ,All,All,March,Export,2019,289,4526399,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Charlotte Customs District ,All,All,March,Export,2019,289,2654378,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Chicago Customs District ,All,All,March,Export,2019,290,254710,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Chicago Customs District ,All,All,March,Export,2019,290,33291769,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Cleveland Customs District ,All,All,March,Export,2019,291,167858,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Cleveland Customs District ,All,All,March,Export,2019,291,21999903,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Cleveland Customs District ,All,All,March,Export,2019,292,4032811,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Cleveland Customs District ,All,All,March,Export,2019,292,514722266,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Cleveland Ohio Customs District ,All,All,March,Export,2019,293,1099501,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Cleveland Ohio Customs District ,All,All,March,Export,2019,293,160418311,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Columbia-Snake Customs District ,All,All,March,Export,2019,294,61016,All Partners (Canada and Mexico)
