"North American Cruises,  January 1, 2004 - March 31, 2012",,,,,,,,,,,
Cruise Line,Vessel Name,Sail Date,Departure Port,Destination,Nights,Passengers,Normal Capacity,Month,Quarter,Year,Passengers Nights
Carnival Cruise Line,CARNIVAL IMAGINATION,1/1/2004,Miami,Western Caribbean,4,"2,449","2,052",1,1,2004,"9,796"
Royal Caribbean International,ENCHANTMENT OF THE SEAS,1/1/2004,Fort Lauderdale,Western Caribbean,4,"2,262","2,250",1,1,2004,"9,048"
Carnival Cruise Line,CARNIVAL FANTASY,1/1/2004,Port Canaveral,Bahamas,3,"2,636","2,052",1,1,2004,"7,908"
Carnival Cruise Line,CARNIVAL SENSATION,1/1/2004,Tampa,Western Caribbean,4,"2,483","2,052",1,1,2004,"9,932"
Celebrity Cruise Line,CELEBRITY GALAXY,1/2/2004,San Juan,Southern Caribbean,7,"1,644","1,870",1,1,2004,"11,508"
Royal Caribbean International,MAJESTY OF THE SEAS,1/2/2004,Miami,Bahamas,3,"2,570","2,354",1,1,2004,"7,710"
Carnival Cruise Line,CARNIVAL SPIRIT,1/2/2004,Miami,Southern Caribbean,8,"2,324","2,124",1,1,2004,"18,592"
Carnival Cruise Line,CARNIVAL ECSTASY,1/2/2004,Long Beach,Mexico (Pacific),3,"2,474","2,052",1,1,2004,"7,422"
Carnival Cruise Line,CARNIVAL FASCINATION,1/2/2004,Miami,Bahamas,3,"2,484","2,052",1,1,2004,"7,452"
Princess Cruises,CORAL PRINCESS,1/2/2004,Fort Lauderdale,Western Caribbean,10,"1,982","1,974",1,1,2004,"19,820"
Oceania Cruises,REGATTA,1/2/2004,Miami,Trans-Panama Canal,14,521,684,1,1,2004,"7,294"
Celebrity Cruise Line,CELEBRITY SUMMIT,1/2/2004,Fort Lauderdale      ,Southern Caribbean,10,"2,049","1,950",1,1,2004,"20,490"
Royal Caribbean International,SOVEREIGN OF THE SEAS,1/2/2004,Port Canaveral ,Bahamas,3,"2,596","2,276",1,1,2004,"7,788"
Royal Caribbean International,MONARCH OF THE SEAS,1/2/2004,Los Angeles,Mexico (Pacific),3,"2,690","2,354",1,1,2004,"8,070"
Norwegian Cruise Line,NORWEGIAN SEA,1/3/2004,Houston   ,Western Caribbean,7,"1,634","1,518",1,1,2004,"11,438"
Disney Cruise Line,DISNEY MAGIC,1/3/2004,Port Canaveral,Western Caribbean,7,"2,649","1,754",1,1,2004,"18,543"
Celebrity Cruise Line,CELEBRITY CONSTELLATION,1/3/2004,San Juan,Southern Caribbean,7,"2,095","1,950",1,1,2004,"14,665"
Carnival Cruise Line,CARNIVAL TRIUMPH,1/3/2004,Miami,Eastern Caribbean,7,"3,074","2,758",1,1,2004,"21,518"
Celebrity Cruise Line,CELEBRITY CENTURY,1/3/2004,Fort Lauderdale,Western Caribbean,7,"1,965","1,750",1,1,2004,"13,755"
Carnival Cruise Line,HOLIDAY,1/3/2004,New Orleans,Western Caribbean,5,"1,750","1,452",1,1,2004,"8,750"
Princess Cruises,GOLDEN PRINCESS,1/3/2004,Fort Lauderdale,Eastern Caribbean,7,"2,768","2,600",1,1,2004,"19,376"
Norwegian Cruise Line,NORWEGIAN WIND,1/3/2004,Miami   ,Western Caribbean,7,"1,870","1,748",1,1,2004,"13,090"
Holland America Line,VEENDAM,1/3/2004,Tampa,Western Caribbean,7,"1,311","1,266",1,1,2004,"9,177"
Royal Caribbean International,EXPLORER OF THE SEAS,1/3/2004,Miami,Western Caribbean,7,"3,470","3,114",1,1,2004,"24,290"
Carnival Cruise Line,JUBILEE,1/3/2004,San Juan,Southern Caribbean,7,"1,697","1,486",1,1,2004,"11,879"
Holland America Line,ROTTERDAM,1/3/2004,Fort Lauderdale      ,Western Caribbean,10,"1,311","1,316",1,1,2004,"13,110"
Carnival Cruise Line,CARNIVAL GLORY,1/3/2004,Port Canaveral,Western Caribbean,7,"3,286","2,974",1,1,2004,"23,002"
Norwegian Cruise Line,NORWEGIAN MAJESTY,1/3/2004,Charleston   ,Western Caribbean,7,"1,580","1,462",1,1,2004,"11,060"
Royal Caribbean International,GRANDEUR OF THE SEAS,1/3/2004,New Orleans,Western Caribbean,7,"2,053","1,950",1,1,2004,"14,371"
Holland America Line,ZUIDERDAM,1/3/2004,Fort Lauderdale      ,Eastern Caribbean,7,"1,916","1,848",1,1,2004,"13,412"
Holland America Line,ZAANDAM,1/3/2004,Port Canaveral ,Eastern Caribbean,7,"1,436","1,440",1,1,2004,"10,052"
Carnival Cruise Line,GRAND CELEBRATION,1/3/2004,Galveston,Western Caribbean,5,"1,683","1,486",1,1,2004,"8,415"
Royal Caribbean International,NAVIGATOR OF THE SEAS,1/3/2004,Miami,Eastern Caribbean,7,"3,403","3,114",1,1,2004,"23,821"
Royal Caribbean International,SERENADE OF THE SEAS,1/3/2004,San Juan   ,Southern Caribbean,7,"2,233","2,100",1,1,2004,"15,631"
Royal Caribbean International,SPLENDOUR OF THE SEAS,1/3/2004,Galveston ,Western Caribbean,12,"1,794","1,804",1,1,2004,"21,528"
Windstar Cruises,WIND SPIRIT,1/3/2004,Charlotte Amalie,Eastern Caribbean,7,147,148,1,1,2004,"1,029"
Seabourn Cruise Line,SEABOURN PRIDE,1/3/2004,Fort Lauderdale,South America,18,187,208,1,1,2004,"3,366"
Royal Caribbean International,EMPRESS,1/3/2004,Tampa,Western Caribbean,7,"1,722","1,600",1,1,2004,"12,054"
Seabourn Cruise Line,SEABOURN LEGEND,1/3/2004,Fort Lauderdale,Trans-Panama Canal,14,195,208,1,1,2004,"2,730"
Carnival Cruise Line,CARNIVAL DESTINY,1/4/2004,San Juan,Southern Caribbean,7,"3,035","2,642",1,1,2004,"21,245"
Carnival Cruise Line,CARNIVAL ELATION,1/4/2004,Galveston,Western Caribbean,7,"2,227","2,052",1,1,2004,"15,589"
Carnival Cruise Line,CARNIVAL FANTASY,1/4/2004,Port Canaveral,Bahamas,4,"2,465","2,052",1,1,2004,"9,860"
Carnival Cruise Line,CARNIVAL PRIDE,1/4/2004,Long Beach,Mexico (Pacific),7,"2,410","2,124",1,1,2004,"16,870"
Carnival Cruise Line,CARNIVAL VICTORY,1/4/2004,Miami,Western Caribbean,7,"3,081","2,758",1,1,2004,"21,567"
Costa Cruise Line,COSTA ATLANTICA,1/4/2004,Fort Lauderdale,Western Caribbean,7,"2,245","2,114",1,1,2004,"15,715"
Norwegian Cruise Line,NORWEGIAN DREAM,1/4/2004,New Orleans  ,Western Caribbean,7,"1,811","1,748",1,1,2004,"12,677"
Norwegian Cruise Line,NORWEGIAN DAWN,1/4/2004,New York  ,Southern Caribbean,11,"2,335","2,240",1,1,2004,"25,685"
Royal Caribbean International,ADVENTURE OF THE SEAS,1/4/2004,San Juan,Southern Caribbean,7,"3,485","3,114",1,1,2004,"24,395"
Disney Cruise Line,DISNEY WONDER,1/4/2004,Port Canaveral,Bahamas,4,"2,677","1,754",1,1,2004,"10,708"
Holland America Line,MAASDAM,1/4/2004,Fort Lauderdale,Western Caribbean,7,"1,271","1,266",1,1,2004,"8,897"
Carnival Cruise Line,CARNIVAL INSPIRATION,1/4/2004,Tampa,Western Caribbean,7,"2,307","2,052",1,1,2004,"16,149"
Celebrity Cruise Line,CELEBRITY MILLENNIUM,1/4/2004,Fort Lauderdale,Eastern Caribbean,7,"2,084","1,950",1,1,2004,"14,588"
Costa Cruise Line,COSTA MEDITERRANEA,1/4/2004,Fort Lauderdale,Eastern Caribbean,7,"2,392","2,114",1,1,2004,"16,744"
Celebrity Cruise Line,CELEBRITY INFINITY,1/4/2004,San Diego,Trans-Panama Canal,14,"2,015","2,046",1,1,2004,"28,210"
Holland America Line,NOORDAM,1/4/2004,Tampa,Southern Caribbean,14,"1,246","1,214",1,1,2004,"17,444"
Carnival Cruise Line,CARNIVAL PARADISE,1/4/2004,Miami   ,Eastern Caribbean,7,"2,226","2,052",1,1,2004,"15,582"
Carnival Cruise Line,CARNIVAL CONQUEST,1/4/2004,New Orleans,Western Caribbean,7,"3,287","2,974",1,1,2004,"23,009"
Norwegian Cruise Line,NORWEGIAN SUN,1/4/2004,Miami   ,Western Caribbean,7,"2,145","2,000",1,1,2004,"15,015"
Holland America Line,OOSTERDAM,1/4/2004,Fort Lauderdale      ,Eastern Caribbean,7,"1,839","1,848",1,1,2004,"12,873"
Norwegian Cruise Line,NORWEGIAN SKY,1/4/2004,San Juan   ,Southern Caribbean,7,"2,261","2,002",1,1,2004,"15,827"
Princess Cruises,DAWN PRINCESS,1/4/2004,San Juan,Southern Caribbean,7,"2,107","1,950",1,1,2004,"14,749"
Norwegian Cruise Line,NORWEGIAN STAR,1/4/2004,Honolulu   ,Hawaii,7,"2,405","2,240",1,1,2004,"16,835"
Princess Cruises,GRAND PRINCESS,1/4/2004,Fort Lauderdale,Western Caribbean,7,"2,760","2,600",1,1,2004,"19,320"
Holland America Line,PRINSENDAM,1/4/2004,Fort Lauderdale      ,Trans-Panama Canal,16,748,786,1,1,2004,"11,968"
Celebrity Cruise Line,ZENITH,1/4/2004,Jacksonville  ,Western Caribbean,14,"1,318","1,374",1,1,2004,"18,452"
Royal Caribbean International,VOYAGER OF THE SEAS,1/4/2004,Miami   ,Western Caribbean,7,"3,431","3,114",1,1,2004,"24,017"
Royal Caribbean International,MARINER OF THE SEAS,1/4/2004,Port Canaveral,Eastern Caribbean,7,"3,434","3,114",1,1,2004,"24,038"
SeaDream Yacht Club,SEADREAM I,1/4/2004,Charlotte Amalie,Southern Caribbean,7,108,110,1,1,2004,756
Royal Caribbean International,RADIANCE OF THE SEAS,1/4/2004,Fort Lauderdale      ,Eastern Caribbean,7,"2,234","2,100",1,1,2004,"15,638"
Windstar Cruises,WIND SURF,1/4/2004,Charlotte Amalie,Eastern Caribbean,7,242,308,1,1,2004,"1,694"
Royal Caribbean International,RHAPSODY OF THE SEAS,1/4/2004,Galveston ,Western Caribbean,7,"2,197","2,000",1,1,2004,"15,379"
SeaDream Yacht Club,SEADREAM II,1/4/2004,Bridgetown,Southern Caribbean,7,68,110,1,1,2004,476
Royal Caribbean International,VISION OF THE SEAS,1/4/2004,Los Angeles   ,Mexico (Pacific),7,"2,283","2,000",1,1,2004,"15,981"
Crystal Cruises,CRYSTAL SYMPHONY,1/5/2004,Fort Lauderdale,Trans-Panama Canal,12,469,940,1,1,2004,"5,628"
Crystal Cruises,CRYSTAL HARMONY,1/5/2004,New Orleans,Trans-Panama Canal,19,564,940,1,1,2004,"10,716"
Carnival Cruise Line,CARNIVAL IMAGINATION,1/5/2004,Miami,Western Caribbean,5,"2,211","2,052",1,1,2004,"11,055"
Carnival Cruise Line,CARNIVAL ECSTASY,1/5/2004,Long Beach,Mexico (Pacific),4,"2,370","2,052",1,1,2004,"9,480"
Carnival Cruise Line,CARNIVAL FASCINATION,1/5/2004,Miami,Western Caribbean,4,"2,334","2,052",1,1,2004,"9,336"
Royal Caribbean International,ENCHANTMENT OF THE SEAS,1/5/2004,Fort Lauderdale,Western Caribbean,5,"2,103","2,250",1,1,2004,"10,515"
Crystal Cruises,CRYSTAL SERENITY,1/5/2004,Los Angeles,Mexico (Pacific),14,648,"1,080",1,1,2004,"9,072"
Royal Caribbean International,BRILLIANCE OF THE SEAS,1/5/2004,Miami,Southern Caribbean,11,"2,203","2,100",1,1,2004,"24,233"
Princess Cruises,ISLAND PRINCESS,1/5/2004,Fort Lauderdale,Western Caribbean,10,"1,986","1,950",1,1,2004,"19,860"
Royal Caribbean International,MAJESTY OF THE SEAS,1/5/2004,Miami,Bahamas,4,"2,545","2,354",1,1,2004,"10,180"
Holland America Line,VOLENDAM,1/5/2004,Fort Lauderdale      ,Western Caribbean,10,"1,277","1,400",1,1,2004,"12,770"
Cunard Line,QUEEN ELIZABETH 2,1/5/2004,New York  ,Trans-Panama Canal,14,"1,569","1,791",1,1,2004,"21,966"
Carnival Cruise Line,CARNIVAL SENSATION,1/5/2004,Tampa,Western Caribbean,5,"2,394","2,052",1,1,2004,"11,970"
Royal Caribbean International,MONARCH OF THE SEAS,1/5/2004,Los Angeles,Mexico (Pacific),4,"2,627","2,354",1,1,2004,"10,508"
Royal Caribbean International,SOVEREIGN OF THE SEAS,1/5/2004,Port Canaveral ,Bahamas,4,"2,453","2,276",1,1,2004,"9,812"
Princess Cruises,PACIFIC DAWN,1/6/2004,Los Angeles   ,Trans-Panama Canal,15,"1,572","1,590",1,1,2004,"23,580"
Holland America Line,STATENDAM,1/6/2004,San Diego   ,Mexico (Pacific),10,"1,202","1,266",1,1,2004,"12,020"
Silversea Cruises,SILVER WHISPER,1/6/2004,Fort Lauderdale,Western Caribbean,14,334,382,1,1,2004,"4,676"
Regent Seven Seas Cruises,RADISSON DIAMOND,1/7/2004,San Juan,Southern Caribbean,7,208,350,1,1,2004,"1,456"
Holland America Line,RYNDAM,1/7/2004,San Diego,Mexico (Pacific),10,"1,233","1,266",1,1,2004,"12,330"
Regent Seven Seas Cruises,SEVEN SEAS NAVIGATOR,1/8/2004,Fort Lauderdale,Eastern Caribbean,9,470,490,1,1,2004,"4,230"
Disney Cruise Line,DISNEY WONDER,1/8/2004,Port Canaveral,Bahamas,3,"2,571","1,754",1,1,2004,"7,713"
Royal Caribbean International,LEGEND OF THE SEAS,1/8/2004,Honolulu,Hawaii,10,"1,764","1,804",1,1,2004,"17,640"
Carnival Cruise Line,GRAND CELEBRATION,1/8/2004,Galveston,Western Caribbean,4,"1,569","1,486",1,1,2004,"6,276"
Carnival Cruise Line,HOLIDAY,1/8/2004,New Orleans,Western Caribbean,4,"1,609","1,452",1,1,2004,"6,436"
Carnival Cruise Line,CARNIVAL FANTASY,1/8/2004,Port Canaveral,Bahamas,3,"2,323","2,052",1,1,2004,"6,969"
Carnival Cruise Line,CARNIVAL LEGEND,1/8/2004,Fort Lauderdale,Southern Caribbean,8,"2,212","2,124",1,1,2004,"17,696"
Celebrity Cruise Line,HORIZON,1/9/2004,Tampa,Western Caribbean,10,"1,360","1,354",1,1,2004,"13,600"
Royal Caribbean International,MAJESTY OF THE SEAS,1/9/2004,Miami,Bahamas,3,"2,357","2,354",1,1,2004,"7,071"
Carnival Cruise Line,CARNIVAL ECSTASY,1/9/2004,Long Beach,Mexico (Pacific),3,"2,258","2,052",1,1,2004,"6,774"
Carnival Cruise Line,CARNIVAL FASCINATION,1/9/2004,Miami,Bahamas,3,"2,220","2,052",1,1,2004,"6,660"
Celebrity Cruise Line,CELEBRITY MERCURY,1/9/2004,San Diego,Mexico (Pacific),10,"1,859","1,870",1,1,2004,"18,590"
Celebrity Cruise Line,CELEBRITY GALAXY,1/9/2004,San Juan,Southern Caribbean,7,"1,697","1,870",1,1,2004,"11,879"
Royal Caribbean International,MONARCH OF THE SEAS,1/9/2004,Los Angeles,Mexico (Pacific),3,"2,253","2,354",1,1,2004,"6,759"
Royal Caribbean International,SOVEREIGN OF THE SEAS,1/9/2004,Port Canaveral ,Bahamas,3,962,"2,276",1,1,2004,"2,886"
Holland America Line,VEENDAM,1/10/2004,Tampa,Western Caribbean,7,"1,250","1,266",1,1,2004,"8,750"
Carnival Cruise Line,CARNIVAL TRIUMPH,1/10/2004,Miami,Western Caribbean,7,"2,956","2,758",1,1,2004,"20,692"
Carnival Cruise Line,CARNIVAL IMAGINATION,1/10/2004,Miami,Western Caribbean,5,"2,293","2,052",1,1,2004,"11,465"
Royal Caribbean International,GRANDEUR OF THE SEAS,1/10/2004,New Orleans,Western Caribbean,7,"1,977","1,950",1,1,2004,"13,839"
Carnival Cruise Line,CARNIVAL SENSATION,1/10/2004,Tampa,Western Caribbean,5,"2,234","2,052",1,1,2004,"11,170"
Cunard Line,SAGA RUBY,1/10/2004,Southampton,Transatlantic,12,525,655,1,1,2004,"6,300"
Disney Cruise Line,DISNEY MAGIC,1/10/2004,Port Canaveral,Eastern Caribbean,7,"2,616","1,754",1,1,2004,"18,312"
Princess Cruises,GOLDEN PRINCESS,1/10/2004,Fort Lauderdale,Eastern Caribbean,7,"2,733","2,600",1,1,2004,"19,131"
Norwegian Cruise Line,NORWEGIAN SEA,1/10/2004,Houston   ,Western Caribbean,7,"1,565","1,518",1,1,2004,"10,955"
Norwegian Cruise Line,NORWEGIAN MAJESTY,1/10/2004,Charleston   ,Western Caribbean,7,"1,488","1,462",1,1,2004,"10,416"
Carnival Cruise Line,CARNIVAL SPIRIT,1/10/2004,Miami,Western Caribbean,8,"2,197","2,124",1,1,2004,"17,576"
Carnival Cruise Line,CARNIVAL GLORY,1/10/2004,Port Canaveral,Eastern Caribbean,7,"3,044","2,974",1,1,2004,"21,308"
Carnival Cruise Line,JUBILEE,1/10/2004,San Juan,Southern Caribbean,7,"1,674","1,486",1,1,2004,"11,718"
Holland America Line,ZUIDERDAM,1/10/2004,Fort Lauderdale      ,Eastern Caribbean,7,"1,752","1,848",1,1,2004,"12,264"
Celebrity Cruise Line,CELEBRITY CONSTELLATION,1/10/2004,San Juan,Southern Caribbean,7,"2,013","1,950",1,1,2004,"14,091"
Princess Cruises,SUN PRINCESS,1/10/2004,Fort Lauderdale      ,Southern Caribbean,10,"2,008","1,950",1,1,2004,"20,080"
Royal Caribbean International,EXPLORER OF THE SEAS,1/10/2004,Miami,Eastern Caribbean,7,"3,297","3,114",1,1,2004,"23,079"
Holland America Line,ZAANDAM,1/10/2004,Port Canaveral ,Western Caribbean,7,"1,395","1,440",1,1,2004,"9,765"
Norwegian Cruise Line,NORWEGIAN WIND,1/10/2004,Miami   ,Western Caribbean,7,"1,769","1,748",1,1,2004,"12,383"
Celebrity Cruise Line,CELEBRITY CENTURY,1/10/2004,Fort Lauderdale,Eastern Caribbean,7,"1,811","1,750",1,1,2004,"12,677"
Royal Caribbean International,ENCHANTMENT OF THE SEAS,1/10/2004,Fort Lauderdale,Western Caribbean,5,"1,927","2,250",1,1,2004,"9,635"
Royal Caribbean International,NAVIGATOR OF THE SEAS,1/10/2004,Miami,Western Caribbean,7,"3,295","3,114",1,1,2004,"23,065"
Royal Caribbean International,EMPRESS,1/10/2004,Tampa,Western Caribbean,7,"1,584","1,600",1,1,2004,"11,088"
